epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,206.9,1.71966,0.79041,0.98401,0.71707,0.000220757,0.000220757,0.000220757
2,406.273,0.66177,0.84813,0.99467,0.45483,0.000355358,0.000355358,0.000355358
